 # Number of iterations in MCMC :        90000
 # Weight   -ln(L/L_{max})    omega_b    omega_cdm    n_s    A_s    H0    m_ncdm    MG_beta2 
           8   79698.344730398516       1.97042431682348251E-002  0.11319861561059952       0.96823012828826904       2.19878254308508287E-009   65.057723999023438       1.02480582427233458E-003  0.56515747308731079     
           3   79697.323686878299       1.97049509733915329E-002  0.11320102959871292       0.96823233366012573       2.19873116908551456E-009   65.058799743652344       1.03100098203867674E-003  0.56528419256210327     
           5   79698.549659206736       1.97038147598505020E-002  0.11319728195667267       0.96823251247406006       2.19875161369664991E-009   65.057144165039063       9.88073763437569141E-004  0.56572562456130981     
          18   79695.873606909328       1.97055209428071976E-002  0.11320324242115021       0.96822100877761841       2.19875528326236066E-009   65.059005737304688       9.96440998278558254E-004  0.56539046764373779     
           6   79696.236754720216       1.97045374661684036E-002  0.11320335417985916       0.96821624040603638       2.19874427458360050E-009   65.058967590332031       9.80723649263381958E-004  0.56531977653503418     
           1   79696.079932292865       1.97041910141706467E-002  0.11320257931947708       0.96822029352188110       2.19875056525042853E-009   65.058609008789063       1.00732920691370964E-003  0.56535291671752930     
           8   79694.937847585054       1.97045262902975082E-002  0.11320406198501587       0.96821278333663940       2.19874479880514885E-009   65.058654785156250       9.62932826951146126E-004  0.56548643112182617     
           5   79695.679515945332       1.97034738957881927E-002  0.11320015043020248       0.96821790933609009       2.19877520386879636E-009   65.057373046875000       9.63651866186410189E-004  0.56502348184585571     
           2   79696.195656984812       1.97026971727609634E-002  0.11319848150014877       0.96822226047515869       2.19876786467700639E-009   65.056884765625000       9.67331929132342339E-004  0.56436365842819214     
           7   79694.955934743237       1.97036899626255035E-002  0.11320193111896515       0.96821486949920654       2.19876471931659568E-009   65.058052062988281       9.65484709013253450E-004  0.56557369232177734     
           3   79695.302821662088       1.97030324488878250E-002  0.11320392787456512       0.96819704771041870       2.19875161369664991E-009   65.058181762695313       8.85869027115404606E-004  0.56601333618164063     
           6   79695.919183246966       1.97024345397949219E-002  0.11320245265960693       0.96819812059402466       2.19876996158644688E-009   65.057754516601563       8.93216230906546116E-004  0.56586986780166626     
           5   79695.328481963734       1.97024550288915634E-002  0.11320257931947708       0.96819394826889038       2.19877258272605908E-009   65.057502746582031       8.60696658492088318E-004  0.56567496061325073     
           5   79695.633914599108       1.97040289640426636E-002  0.11320468783378601       0.96820682287216187       2.19870600674815900E-009   65.059074401855469       9.08449350390583277E-004  0.56731635332107544     
           1   79694.511991734194       1.97026655077934265E-002  0.11320351809263229       0.96820282936096191       2.19873536283640295E-009   65.057876586914063       9.06917674001306295E-004  0.56669127941131592     
           7   79694.022918768416       1.97030492126941681E-002  0.11320392787456512       0.96820372343063354       2.19875213791994775E-009   65.058212280273438       9.30732465349137783E-004  0.56679630279541016     
           7   79692.997200927086       1.97035130113363266E-002  0.11320489645004272       0.96819472312927246       2.19879145502350804E-009   65.058280944824219       9.04635293409228325E-004  0.56691938638687134     
          14   79693.942505347906       1.97034403681755066E-002  0.11320251226425171       0.96820056438446045       2.19881190019520425E-009   65.057731628417969       9.16077347937971354E-004  0.56615114212036133     
           1   79695.245913990977       1.97020843625068665E-002  0.11319804191589355       0.96820771694183350       2.19884387892189182E-009   65.056358337402344       9.31520597077906132E-004  0.56640738248825073     
           4   79693.754355991798       1.97034925222396851E-002  0.11320231854915619       0.96820074319839478       2.19884387892189182E-009   65.058029174804688       9.43834078498184681E-004  0.56716936826705933     
           3   79694.078872439379       1.97031348943710327E-002  0.11320192366838455       0.96819597482681274       2.19885016987369060E-009   65.057640075683594       9.13732161279767752E-004  0.56716036796569824     
           9   79694.410913143845       1.97042655199766159E-002  0.11320486664772034       0.96819025278091431       2.19882238497238110E-009   65.058906555175781       8.89039714820683002E-004  0.56785476207733154     
           3   79694.225927960157       1.97028610855340958E-002  0.11320132762193680       0.96819031238555908       2.19888057639444819E-009   65.057334899902344       8.92818905413150787E-004  0.56678110361099243     
           3   79694.610516763147       1.97016131132841110E-002  0.11319983750581741       0.96818059682846069       2.19890783777053494E-009   65.056373596191406       8.36658524349331856E-004  0.56566041707992554     
           2   79693.458369524174       1.97029337286949158E-002  0.11320194602012634       0.96818494796752930       2.19888686745123935E-009   65.057319641113281       8.62540095113217831E-004  0.56555819511413574     
           2   79692.700347805614       1.97028387337923050E-002  0.11320334672927856       0.96818310022354126       2.19886327608107895E-009   65.057548522949219       8.57656996231526136E-004  0.56567192077636719     
           3   79694.050053831990       1.97004470974206924E-002  0.11320007592439651       0.96817874908447266       2.19886589733193122E-009   65.056045532226563       8.10167111922055483E-004  0.56491887569427490     
          10   79692.530931799076       1.97006855159997940E-002  0.11320313811302185       0.96816325187683105       2.19891779874225928E-009   65.056655883789063       8.07864416856318712E-004  0.56377524137496948     
           6   79693.273757884352       1.97010654956102371E-002  0.11320385336875916       0.96815788745880127       2.19892199284911615E-009   65.057151794433594       7.81952287070453167E-004  0.56457012891769409     
           3   79693.557098714329       1.97013337165117264E-002  0.11320443451404572       0.96814763545989990       2.19893719655353191E-009   65.056884765625000       7.21476390026509762E-004  0.56536006927490234     
          18   79692.903867023764       1.97027698159217834E-002  0.11320752650499344       0.96814632415771484       2.19889997387736280E-009   65.057762145996094       7.06714927218854427E-004  0.56646281480789185     
           9   79694.512535046844       1.97028759866952896E-002  0.11320637166500092       0.96814608573913574       2.19889315852602914E-009   65.057403564453125       6.66230975184589624E-004  0.56644588708877563     
           1   79694.012502502548       1.97030026465654373E-002  0.11320571601390839       0.96815264225006104       2.19889368278307429E-009   65.057411193847656       7.01272801961749792E-004  0.56609916687011719     
           2   79695.183417955850       1.97027344256639481E-002  0.11320642381906509       0.96815472841262817       2.19883077283011891E-009   65.057754516601563       6.84090889990329742E-004  0.56602305173873901     
          11   79695.187879156641       1.97030138224363327E-002  0.11320810019969940       0.96815365552902222       2.19879197925630481E-009   65.058212280273438       6.69711618684232235E-004  0.56623065471649170     
           6   79697.373936522388       1.97014380246400833E-002  0.11320404708385468       0.96815317869186401       2.19880089123297591E-009   65.056419372558594       6.14260672591626644E-004  0.56596887111663818     
           1   79694.950926263336       1.97039172053337097E-002  0.11320755630731583       0.96816509962081909       2.19877520386879636E-009   65.058395385742188       7.04390171449631453E-004  0.56553137302398682     
           1   79694.864442999635       1.97032317519187927E-002  0.11320664733648300       0.96816289424896240       2.19879407618874257E-009   65.058013916015625       7.01634562574326992E-004  0.56514024734497070     
           2   79696.294227954684       1.97020117193460464E-002  0.11320417374372482       0.96815729141235352       2.19883077283011891E-009   65.057014465332031       6.68019230943173170E-004  0.56369268894195557     
          13   79693.258369960677       1.97030752897262573E-002  0.11320884525775909       0.96814930438995361       2.19884283043167518E-009   65.058364868164063       6.98401359841227531E-004  0.56306535005569458     
           3   79695.274066957805       1.97025258094072342E-002  0.11320602893829346       0.96815598011016846       2.19880980324576834E-009   65.057159423828125       6.61521509755402803E-004  0.56359744071960449     
           4   79695.082898227163       1.97030808776617050E-002  0.11320899426937103       0.96814101934432983       2.19884125769728764E-009   65.057868957519531       6.36364507954567671E-004  0.56409066915512085     
          10   79693.950704780669       1.97038631886243820E-002  0.11321002990007401       0.96814727783203125       2.19883496677098711E-009   65.058738708496094       6.88836676999926567E-004  0.56347650289535522     
          17   79694.954582975086       1.97017677128314972E-002  0.11320357024669647       0.96815657615661621       2.19887428535565606E-009   65.056442260742188       6.93326583132147789E-004  0.56319147348403931     
           3   79694.631137339806       1.97026766836643219E-002  0.11320477724075317       0.96816056966781616       2.19885855783742003E-009   65.057388305664063       7.17570190317928791E-004  0.56301522254943848     
           1   79694.450042199998       1.97028499096632004E-002  0.11320545524358749       0.96816200017929077       2.19883339404222398E-009   65.057380676269531       7.13309738785028458E-004  0.56296402215957642     
           1   79693.885180390324       1.97047404944896698E-002  0.11320712417364120       0.96816116571426392       2.19887009133979360E-009   65.058586120605469       7.37366324756294489E-004  0.56302309036254883     
          10   79694.003561646052       1.97057500481605530E-002  0.11320974677801132       0.96816647052764893       2.19879512465571129E-009   65.060058593750000       7.46587349567562342E-004  0.56387877464294434     
           5   79693.331202059300       1.97050012648105621E-002  0.11320978403091431       0.96815884113311768       2.19883444252794116E-009   65.059776306152344       7.45863711927086115E-004  0.56365317106246948     
           2   79696.634712919375       1.97031982243061066E-002  0.11320482194423676       0.96815872192382813       2.19884125769728764E-009   65.058174133300781       6.81156874634325504E-004  0.56237405538558960     
          15   79692.784312105141       1.97029486298561096E-002  0.11320808529853821       0.96814745664596558       2.19888844021824925E-009   65.058212280273438       7.13423709385097027E-004  0.56126707792282104     
          33   79691.719588609005       1.97034887969493866E-002  0.11320939660072327       0.96815019845962524       2.19887061559133883E-009   65.058464050292969       7.32400862034410238E-004  0.56142354011535645     
           3   79695.322959029421       1.97021998465061188E-002  0.11320341378450394       0.96816283464431763       2.19885383960388498E-009   65.057098388671875       7.07842118572443724E-004  0.56116086244583130     
           3   79694.539683749288       1.97034366428852081E-002  0.11320848017930984       0.96815186738967896       2.19881976377339967E-009   65.058753967285156       6.82103098370134830E-004  0.56066197156906128     
           2   79692.756604030685       1.97037551552057266E-002  0.11320801079273224       0.96815681457519531       2.19886851858590776E-009   65.058677673339844       7.47600279282778502E-004  0.56016933917999268     
           8   79695.588821705533       1.97018012404441833E-002  0.11320021003484726       0.96817028522491455       2.19889211001231438E-009   65.056159973144531       7.37133959773927927E-004  0.55981671810150146     
           9   79695.426801867259       1.97003036737442017E-002  0.11319816857576370       0.96816545724868774       2.19893719655353191E-009   65.054954528808594       7.31441716197878122E-004  0.55890709161758423     
          17   79692.436752220005       1.97040513157844543E-002  0.11320696771144867       0.96816194057464600       2.19889944961881796E-009   65.058593750000000       7.83063238486647606E-004  0.55962848663330078     
          14   79693.029506615450       1.97024699300527573E-002  0.11320232599973679       0.96817201375961304       2.19890941055254410E-009   65.056915283203125       7.95054191257804632E-004  0.55831545591354370     
           1   79691.938047744523       1.97030510753393173E-002  0.11320538073778152       0.96817225217819214       2.19886432458104473E-009   65.057899475097656       8.12885235063731670E-004  0.55800348520278931     
          14   79693.117363782265       1.97029355913400650E-002  0.11320487409830093       0.96817463636398315       2.19882657889725038E-009   65.057609558105469       7.84956675488501787E-004  0.55875968933105469     
           2   79693.856247997537       1.97028536349534988E-002  0.11320585757493973       0.96816664934158325       2.19881452138481124E-009   65.057731628417969       7.39589333534240723E-004  0.55938333272933960     
           3   79692.605245773477       1.97029802948236465E-002  0.11320756375789642       0.96815943717956543       2.19884964562701995E-009   65.058319091796875       7.58114212658256292E-004  0.55879157781600952     
          10   79694.009074626665       1.97033584117889404E-002  0.11320709437131882       0.96816146373748779       2.19882290921255218E-009   65.058464050292969       7.28794140741229057E-004  0.55981820821762085     
           7   79694.040493841720       1.97033118456602097E-002  0.11320511251688004       0.96817010641098022       2.19882920010435597E-009   65.057846069335938       7.52737862057983875E-004  0.55993252992630005     
           7   79692.847031864483       1.97042003273963928E-002  0.11320897191762924       0.96816551685333252       2.19880089123297591E-009   65.058952331542969       7.57988076657056808E-004  0.56094551086425781     
          14   79693.909853295467       1.97032336145639420E-002  0.11320536583662033       0.96817469596862793       2.19879827005961723E-009   65.057884216308594       7.66711542382836342E-004  0.56093251705169678     
          33   79694.476871297753       1.97028778493404388E-002  0.11320500820875168       0.96817159652709961       2.19880927900872193E-009   65.057647705078125       7.58642854634672403E-004  0.56073516607284546     
           3   79694.886476425701       1.97032764554023743E-002  0.11320559680461884       0.96816700696945190       2.19882920010435597E-009   65.058120727539063       7.50998500734567642E-004  0.56074887514114380     
           3   79696.854102422643       1.97031963616609573E-002  0.11320386081933975       0.96817302703857422       2.19879407618874257E-009   65.057937622070313       7.27970560546964407E-004  0.56205773353576660     
           1   79696.412821552454       1.97024457156658173E-002  0.11320230364799500       0.96817672252655029       2.19882605465620414E-009   65.057312011718750       7.71173741668462753E-004  0.56125444173812866     
           1   79698.286536702173       1.97007562965154648E-002  0.11319818347692490       0.96818262338638306       2.19881923953397842E-009   65.055763244628906       7.54367036279290915E-004  0.56061691045761108     
           2   79697.825027820552       1.97006855159997940E-002  0.11320009082555771       0.96817588806152344       2.19880770629833213E-009   65.056083679199219       7.39618844818323851E-004  0.56109911203384399     
           2   79697.779388032766       1.97009742259979248E-002  0.11320257931947708       0.96816146373748779       2.19882133649241365E-009   65.056770324707031       6.98063930030912161E-004  0.56160312891006470     
           7   79695.735136353716       1.97026748210191727E-002  0.11320570856332779       0.96815919876098633       2.19883234555700724E-009   65.057525634765625       7.14726396836340427E-004  0.56210184097290039     
           1   79697.250262905887       1.97026375681161880E-002  0.11320442706346512       0.96816384792327881       2.19881032748294006E-009   65.057723999023438       7.04271835274994373E-004  0.56232273578643799     
           1   79698.648784934776       1.97008941322565079E-002  0.11320137977600098       0.96816259622573853       2.19880875477180043E-009   65.056297302246094       6.61948171909898520E-004  0.56197118759155273     
           1   79698.244615374730       1.97014026343822479E-002  0.11320178210735321       0.96816819906234741       2.19880665782536387E-009   65.056938171386719       7.01408309396356344E-004  0.56182867288589478     
           7   79698.358024305038       1.97037365287542343E-002  0.11320688575506210       0.96816819906234741       2.19874584724862027E-009   65.059585571289063       7.16259819455444813E-004  0.56230884790420532     
           5   79702.841213761392       1.97022967040538788E-002  0.11320221424102783       0.96818029880523682       2.19867455423140605E-009   65.058464050292969       6.70387526042759418E-004  0.56215226650238037     
           3   79699.066733710570       1.97039637714624405E-002  0.11320763826370239       0.96817129850387573       2.19869552252591570E-009   65.059883117675781       7.06099905073642731E-004  0.56293535232543945     
           9   79697.744784179900       1.97049640119075775E-002  0.11320844292640686       0.96817582845687866       2.19869657094589022E-009   65.060096740722656       7.31292006094008684E-004  0.56318950653076172     
           1   79696.721313202041       1.97045058012008667E-002  0.11320697516202927       0.96817606687545776       2.19873326595995870E-009   65.059005737304688       7.35320849344134331E-004  0.56305462121963501     
           1   79696.129235098939       1.97050180286169052E-002  0.11320651322603226       0.96818411350250244       2.19872697534262460E-009   65.059417724609375       7.69259233493357897E-004  0.56282287836074829     
           7   79694.423411855489       1.97045821696519852E-002  0.11320574581623077       0.96817797422409058       2.19881661833874660E-009   65.058456420898438       7.91192520409822464E-004  0.56251835823059082     
           7   79694.530634716139       1.97032056748867035E-002  0.11320256441831589       0.96817952394485474       2.19884754864158679E-009   65.057235717773438       7.86992080975323915E-004  0.56215381622314453     
           4   79692.529102847475       1.97043325752019882E-002  0.11320638656616211       0.96817177534103394       2.19886694583314646E-009   65.058349609375000       8.05353280156850815E-004  0.56203937530517578     
           4   79691.972272993647       1.97054054588079453E-002  0.11320786923170090       0.96818137168884277       2.19881347290859340E-009   65.059516906738281       8.39157844893634319E-004  0.56280207633972168     
          11   79692.071066150645       1.97032280266284943E-002  0.11320691555738449       0.96816557645797729       2.19885121836740662E-009   65.058311462402344       7.80353264417499304E-004  0.56225222349166870     
           3   79692.564869906593       1.97037216275930405E-002  0.11320932209491730       0.96815425157546997       2.19884492741260848E-009   65.058906555175781       7.36018351744860411E-004  0.56307250261306763     
          30   79692.384733185419       1.97030231356620789E-002  0.11320579797029495       0.96816700696945190       2.19885960633513547E-009   65.057754516601563       7.77937006205320358E-004  0.56229960918426514     
           1   79692.549002217085       1.97039060294628143E-002  0.11320803314447403       0.96816241741180420       2.19884754864158679E-009   65.058570861816406       7.61802075430750847E-004  0.56313306093215942     
           2   79692.543332746762       1.97049714624881744E-002  0.11320715397596359       0.96817213296890259       2.19884178194195858E-009   65.058822631835938       7.78974557761102915E-004  0.56296259164810181     
           1   79692.653734202977       1.97046846151351929E-002  0.11320529133081436       0.96817386150360107       2.19888372192059363E-009   65.058349609375000       7.98637978732585907E-004  0.56317478418350220     
           3   79693.245416107762       1.97049267590045929E-002  0.11320533603429794       0.96817028522491455       2.19887533386087155E-009   65.058113098144531       7.53371685277670622E-004  0.56340032815933228     
          12   79692.957312530256       1.97054687887430191E-002  0.11320637166500092       0.96816599369049072       2.19889735258588851E-009   65.058410644531250       7.55728222429752350E-004  0.56421494483947754     
           3   79692.161498979767       1.97061412036418915E-002  0.11320906877517700       0.96815991401672363       2.19888267341137873E-009   65.059127807617188       7.39587121643126011E-004  0.56496244668960571     
          22   79691.412893148299       1.97075661271810532E-002  0.11321207880973816       0.96815806627273560       2.19888844021824925E-009   65.060424804687500       7.66989483963698149E-004  0.56500303745269775     
          14   79692.851609728037       1.97082739323377609E-002  0.11321225017309189       0.96816581487655640       2.19882710313842152E-009   65.061187744140625       7.60498922318220139E-004  0.56636613607406616     
          11   79692.897087860532       1.97056923061609268E-002  0.11320786923170090       0.96817153692245483       2.19884650014962067E-009   65.059494018554688       7.82968476414680481E-004  0.56546360254287720     
          10   79692.470715686330       1.97066832333803177E-002  0.11320893466472626       0.96817457675933838       2.19883863647580855E-009   65.059997558593750       7.95995758380740881E-004  0.56613558530807495     
           5   79692.094668056408       1.97059717029333115E-002  0.11320651322603226       0.96817946434020996       2.19885121836740662E-009   65.058982849121094       8.01454123575240374E-004  0.56673568487167358     
           1   79691.111918827824       1.97069030255079269E-002  0.11320909857749939       0.96818238496780396       2.19883811223188786E-009   65.059906005859375       8.49187374114990234E-004  0.56572949886322021     
           4   79691.388896068747       1.97072811424732208E-002  0.11320891231298447       0.96818459033966064       2.19884440316718770E-009   65.060043334960938       8.61500273458659649E-004  0.56639266014099121     
           1   79690.664349275845       1.97079312056303024E-002  0.11321099847555161       0.96818310022354126       2.19883601525745413E-009   65.060714721679688       8.74690013006329536E-004  0.56665319204330444     
          17   79692.460843490189       1.97066590189933777E-002  0.11320607364177704       0.96819770336151123       2.19879827005961723E-009   65.059371948242188       8.63975437823683023E-004  0.56644153594970703     
           4   79691.507712327351       1.97080932557582855E-002  0.11320829391479492       0.96820139884948730       2.19881714257754291E-009   65.060562133789063       9.29652014747262001E-004  0.56704533100128174     
           8   79691.946546141611       1.97088476270437241E-002  0.11320902407169342       0.96819841861724854       2.19881452138481124E-009   65.061141967773438       9.06628323718905449E-004  0.56781768798828125     
           6   79691.522203411441       1.97104811668395996E-002  0.11321054399013519       0.96821099519729614       2.19876262241215509E-009   65.061859130859375       9.43359627854079008E-004  0.56857401132583618     
          16   79690.942431658841       1.97098013013601303E-002  0.11320940405130386       0.96820753812789917       2.19880665782536387E-009   65.061103820800781       9.45480016525834799E-004  0.56748676300048828     
          16   79691.293448906406       1.97099912911653519E-002  0.11320933699607849       0.96821057796478271       2.19878149462411369E-009   65.061111450195313       9.36483265832066536E-004  0.56803083419799805     
          24   79691.868238700015       1.97114758193492889E-002  0.11321136355400085       0.96821057796478271       2.19875895283419586E-009   65.061965942382813       9.31653252337127924E-004  0.56922167539596558     
           2   79694.642257149550       1.97102520614862442E-002  0.11320650577545166       0.96822428703308105       2.19872016052748886E-009   65.061157226562500       9.20990016311407089E-004  0.56957387924194336     
           1   79693.142502941060       1.97097677737474442E-002  0.11320701241493225       0.96822005510330200       2.19876367086412537E-009   65.061012268066406       9.51205962337553501E-004  0.56937319040298462     
           6   79692.755958411770       1.97095870971679688E-002  0.11320755630731583       0.96821582317352295       2.19877887347387760E-009   65.061073303222656       9.51566791627556086E-004  0.56937742233276367     
           1   79691.880670431739       1.97094008326530457E-002  0.11320850253105164       0.96820670366287231       2.19878935809357002E-009   65.060882568359375       9.11653041839599609E-004  0.56999701261520386     
           4   79694.599583660718       1.97084248065948486E-002  0.11320374906063080       0.96822446584701538       2.19874584724862027E-009   65.060157775878906       9.23461571801453829E-004  0.56953763961791992     
           3   79694.133703641215       1.97059772908687592E-002  0.11320051550865173       0.96822047233581543       2.19879827005961723E-009   65.058303833007813       9.22251259908080101E-004  0.56858396530151367     
           1   79694.468732976689       1.97062976658344269E-002  0.11320059001445770       0.96822422742843628       2.19878778539742882E-009   65.058815002441406       9.38516866881400347E-004  0.56939309835433960     
           8   79695.639099042615       1.97057016193866730E-002  0.11319974809885025       0.96822571754455566       2.19875528326236066E-009   65.058685302734375       9.15301789063960314E-004  0.56915837526321411     
           1   79694.786681934856       1.97062958031892776E-002  0.11320145428180695       0.96822601556777954       2.19873693549504888E-009   65.059150695800781       9.22301667742431164E-004  0.57022297382354736     
           3   79696.841584658017       1.97048522531986237E-002  0.11319675296545029       0.96823376417160034       2.19875633171083156E-009   65.057868957519531       9.28765803109854460E-004  0.56997972726821899     
           2   79695.320276246697       1.97048690170049667E-002  0.11319635808467865       0.96823644638061523       2.19878883386139819E-009   65.057296752929688       9.64962877333164215E-004  0.57041096687316895     
           2   79692.041264263054       1.97069868445396423E-002  0.11320354789495468       0.96822178363800049       2.19882028801294623E-009   65.059432983398438       9.99252195470035076E-004  0.57049041986465454     
           2   79691.757117949412       1.97078306227922440E-002  0.11320424079895020       0.96823191642761230       2.19880298817391254E-009   65.059997558593750       1.05260452255606651E-003  0.57095044851303101     
           3   79693.405249439340       1.97062473744153976E-002  0.11320042610168457       0.96823084354400635       2.19877258272605908E-009   65.058464050292969       9.63595812208950520E-004  0.57058113813400269     
           5   79692.906692530101       1.97072885930538177E-002  0.11320283263921738       0.96822124719619751       2.19877730078523521E-009   65.059089660644531       9.22541599720716476E-004  0.57110083103179932     
           7   79691.816966240774       1.97064336389303207E-002  0.11320351064205170       0.96821093559265137       2.19880875477180043E-009   65.058769226074219       9.09471069462597370E-004  0.57053136825561523     
           5   79691.918956645939       1.97051540017127991E-002  0.11320110410451889       0.96821141242980957       2.19884125769728764E-009   65.057838439941406       9.19262820389121771E-004  0.57021713256835938     
           4   79691.710029042428       1.97052452713251114E-002  0.11320109665393829       0.96821081638336182       2.19885488809935090E-009   65.057968139648438       9.24583291634917259E-004  0.56992036104202271     
          21   79691.698786190362       1.97047255933284760E-002  0.11320105940103531       0.96821010112762451       2.19882395769326947E-009   65.057548522949219       8.98438447620719671E-004  0.56937831640243530     
           1   79692.873468113074       1.97047907859086990E-002  0.11319933086633682       0.96821528673171997       2.19880613358906730E-009   65.057266235351563       8.77666054293513298E-004  0.56897974014282227     
           1   79692.291257471443       1.97037328034639359E-002  0.11320015788078308       0.96820354461669922       2.19882395769326947E-009   65.056930541992188       8.52965866215527058E-004  0.56877470016479492     
           8   79694.597360169253       1.97031851857900620E-002  0.11319902539253235       0.96820086240768433       2.19880193970319462E-009   65.056632995605469       8.05615040007978678E-004  0.56930571794509888     
           2   79694.075735217950       1.97052955627441406E-002  0.11320151388645172       0.96821188926696777       2.19875004102750582E-009   65.057868957519531       8.46419192384928465E-004  0.57047414779663086     
           3   79690.770215644225       1.97077225893735886E-002  0.11320907622575760       0.96820122003555298       2.19876471931659568E-009   65.060348510742188       8.95680801477283239E-004  0.57064747810363770     
           9   79691.473954577974       1.97077263146638870E-002  0.11320862174034119       0.96820122003555298       2.19874479880514885E-009   65.060142517089844       8.64352390635758638E-004  0.57076466083526611     
          19   79690.503609807696       1.97089910507202148E-002  0.11321166902780533       0.96819400787353516       2.19877048581411926E-009   65.061325073242188       8.75897763762623072E-004  0.57092356681823730     
           4   79693.273995708500       1.97081360965967178E-002  0.11320795863866806       0.96820247173309326       2.19872016052748886E-009   65.060310363769531       8.29284952487796545E-004  0.57156485319137573     
           2   79693.118641257141       1.97079274803400040E-002  0.11320690810680389       0.96819609403610229       2.19876734044995894E-009   65.059463500976563       8.01082933321595192E-004  0.57242268323898315     
          11   79691.644764521858       1.97080634534358978E-002  0.11321078985929489       0.96818208694458008       2.19877205849788666E-009   65.060157775878906       7.83014344051480293E-004  0.57163524627685547     
           3   79691.341929461429       1.97085626423358917E-002  0.11321154236793518       0.96819025278091431       2.19873588705582669E-009   65.060966491699219       8.19441163912415504E-004  0.57229733467102051     
          21   79691.402666172988       1.97092406451702118E-002  0.11321166157722473       0.96820193529129028       2.19869552252591570E-009   65.061187744140625       8.53781879413872957E-004  0.57308876514434814     
          15   79691.392191971419       1.97082012891769409E-002  0.11321050673723221       0.96820259094238281       2.19869342568746592E-009   65.060737609863281       8.57327424455434084E-004  0.57340711355209351     
           6   79693.424160195136       1.97074282914400101E-002  0.11320815235376358       0.96820574998855591       2.19866249755261111E-009   65.060394287109375       8.19321547169238329E-004  0.57400828599929810     
           8   79693.138117740324       1.97076518088579178E-002  0.11320705711841583       0.96820938587188721       2.19869971620881356E-009   65.060195922851563       8.51698045153170824E-004  0.57341587543487549     
           2   79693.370061329522       1.97066515684127808E-002  0.11320357024669647       0.96821951866149902       2.19871491837637282E-009   65.059104919433594       8.84209235664457083E-004  0.57332146167755127     
           2   79693.875611740790       1.97063423693180084E-002  0.11320327967405319       0.96821999549865723       2.19871386994764921E-009   65.059211730957031       8.91147705260664225E-004  0.57333856821060181     
          10   79691.361206185000       1.97091568261384964E-002  0.11320962011814117       0.96821218729019165       2.19871753945036850E-009   65.060966491699219       9.09399299416691065E-004  0.57433652877807617     
           2   79694.131478083800       1.97071805596351624E-002  0.11320202797651291       0.96822315454483032       2.19874165347773438E-009   65.058738708496094       8.88558686710894108E-004  0.57397085428237915     
           2   79693.008608882170       1.97073761373758316E-002  0.11320316791534424       0.96822035312652588       2.19877467963999901E-009   65.059089660644531       9.21571336220949888E-004  0.57376486063003540     
           2   79691.524457030057       1.97086017578840256E-002  0.11320807039737701       0.96820294857025146       2.19879879429403899E-009   65.060623168945313       8.98568716365844011E-004  0.57462286949157715     
           8   79691.853957611616       1.97080709040164948E-002  0.11320759356021881       0.96819907426834106       2.19880875477180043E-009   65.060272216796875       8.81660613231360912E-004  0.57546842098236084     
           2   79693.262795929302       1.97090543806552887E-002  0.11320898681879044       0.96820271015167236       2.19875108947347698E-009   65.061515808105469       8.73186043463647366E-004  0.57542586326599121     
           4   79691.890242253998       1.97092015296220779E-002  0.11320965737104416       0.96819722652435303       2.19881347290859340E-009   65.061332702636719       9.01546562090516090E-004  0.57506245374679565     
           1   79691.952977012639       1.97063628584146500E-002  0.11320642381906509       0.96818530559539795       2.19887061559133883E-009   65.059280395507813       8.57683189678937197E-004  0.57462090253829956     
          14   79691.033470162540       1.97063554078340530E-002  0.11320681869983673       0.96819013357162476       2.19887428535565606E-009   65.059410095214844       9.07101028133183718E-004  0.57371693849563599     
           7   79691.454583880899       1.97070874273777008E-002  0.11320626735687256       0.96819573640823364       2.19887847937951736E-009   65.059799194335938       9.23338695429265499E-004  0.57457530498504639     
          14   79690.240678995469       1.97071433067321777E-002  0.11320768296718597       0.96819210052490234       2.19890311943125684E-009   65.060058593750000       9.50032263062894344E-004  0.57456803321838379     
          16   79691.009241698717       1.97070762515068054E-002  0.11320661008358002       0.96818995475769043       2.19891884726822335E-009   65.059852600097656       9.27924877032637596E-004  0.57443612813949585     
           1   79690.833160152659       1.97055581957101822E-002  0.11320530623197556       0.96819049119949341       2.19893405095089046E-009   65.059158325195313       9.57694894168525934E-004  0.57401621341705322     
           6   79691.495789122942       1.97056028991937637E-002  0.11320537328720093       0.96818828582763672       2.19893142961879292E-009   65.059234619140625       9.42163635045289993E-004  0.57426238059997559     
          12   79690.877763105804       1.97055805474519730E-002  0.11320380866527557       0.96818852424621582       2.19896131298994634E-009   65.058677673339844       9.31531714741140604E-004  0.57434886693954468     
          15   79690.946506081455       1.97068043053150177E-002  0.11320726573467255       0.96818697452545166       2.19892566269917810E-009   65.060012817382813       9.39321587793529034E-004  0.57527267932891846     
          13   79691.399065982725       1.97069905698299408E-002  0.11320748180150986       0.96818542480468750       2.19890574072960582E-009   65.059875488281250       9.07407549675554037E-004  0.57635170221328735     
           3   79692.612060990155       1.97070818394422531E-002  0.11320769786834717       0.96818619966506958       2.19886013058418096E-009   65.060058593750000       8.77409882377833128E-004  0.57690227031707764     
           4   79692.961476062526       1.97058673948049545E-002  0.11320355534553528       0.96819525957107544       2.19886275183128362E-009   65.058486938476563       8.77845566719770432E-004  0.57627338171005249     
