 #
 #
 #
 #
 #
 #
 #
           2  3.53711238326374373E-006 -2.29260202619447857E-006 -2.98670167287514370E-006 -1.06862245690346584E-006  4.62731351151848608E-008  3.95744853995438464E-007  4.56243570513591699E-007  4.42531555092566469E-007  4.18416253551268601E-007  4.06866512292940988E-007  1.22051762572743982E-005 -6.42143961195710473E-006 -5.27504696729313959E-006 -7.83896428680568935E-007 -2.21999132840907864E-008  4.94695599586483984E-008  2.77971719066833655E-008 -1.06626844336207076E-008 -5.25688371045170200E-008  1.59826345658384949E-005 -6.26265930374020817E-006 -5.56082250402571473E-006 -8.10067758356819108E-007  5.06248243788508404E-010  9.33379421400517360E-008  7.00839244313941676E-008  1.85907193191955292E-008  1.66382848101672536E-005 -5.39150875086913770E-006 -5.07115866373936523E-006 -7.22177794691329727E-007  3.32570467591270733E-008  1.09466034654127321E-007  5.73991205825541641E-008  1.47057186128707649E-005 -4.36700740249419653E-006 -4.11921668800339137E-006 -5.47617481179733983E-007  5.11079959328927184E-008  3.47059346871880615E-008  1.19842515544637090E-005 -3.32637659027504645E-006 -2.93753238880001965E-006 -3.72405328866724217E-007 -8.94875545897422133E-008  8.39042450125196435E-006 -2.30979374372604547E-006 -1.72219700020854388E-006 -3.37637445067696508E-007  4.92127306096091050E-006 -1.24115187341847757E-006 -5.56737038632334126E-007  1.84849764983695432E-006 -2.51920375433902400E-007  1.66911855973113553E-008
           3  9.07873234921258614E-006 -1.07121719979848264E-008 -1.75338189394946430E-006 -1.96387914139152932E-007  8.03545071133510636E-007  1.13682396430630127E-006  1.21978281183621714E-006  1.23607527162308113E-006  1.23282086302377140E-006  1.23477282234019692E-006  1.41908944533722524E-005 -5.21104874897270211E-006 -4.66443986774393767E-006 -4.19669132811959033E-007  2.75432295281384225E-007  3.33894247290971734E-007  3.12334715968422029E-007  2.80817195241526242E-007  2.55147222078631272E-007  1.70693249375883672E-005 -5.43317267552649282E-006 -5.06123972874847986E-006 -5.03864289660397291E-007  2.29241911657929590E-007  2.93880033933501613E-007  2.69429659184829026E-007  2.31558334101583796E-007  1.73898020187922522E-005 -4.76783248874793392E-006 -4.66985408834499934E-006 -4.69081559773716905E-007  2.27397140499758557E-007  2.88719222851242374E-007  2.39736420973389813E-007  1.52592614236371806E-005 -3.89366765074461719E-006 -3.79353693346044860E-006 -3.21699600640679476E-007  2.36693995879809678E-007  2.09980839422987479E-007  1.24166778205966861E-005 -2.94177641511372480E-006 -2.65571559362933570E-006 -1.64892891329642798E-007  9.25501673012612456E-008  8.75724035014343977E-006 -1.98503945714283509E-006 -1.48053978838250205E-006 -1.39292766332444471E-007  5.23524699728662450E-006 -9.70205011091026936E-007 -3.37529647997911507E-007  2.11642756273355722E-006 -1.74383681738920080E-008  2.44188230248345457E-007
           4  1.41106667148664736E-005  2.04645085619354983E-006 -7.24120247306155451E-007  5.18001964171796371E-007  1.42077265137550031E-006  1.73113465659699408E-006  1.82595342227232637E-006  1.87453001283624263E-006  1.91020088735082779E-006  1.93623392995996693E-006  1.62488723472969589E-005 -3.95923541445395552E-006 -4.09148851929151072E-006 -1.31340380274779618E-007  4.90048308359599765E-007  5.47350119534485674E-007  5.49282347547518388E-007  5.44718700156453675E-007  5.35833774438979411E-007  1.82011809610932009E-005 -4.60981022439847069E-006 -4.62942742581346752E-006 -2.77036289017212328E-007  3.98113352754088544E-007  4.54416332425515151E-007  4.35335185559833333E-007  4.10464506586872202E-007  1.81175180459624165E-005 -4.16734059572490253E-006 -4.30996299888879088E-006 -2.63004500603933834E-007  3.76032741611305216E-007  4.21696376727575845E-007  3.82266575917313400E-007  1.57982133067907624E-005 -3.42928139139691993E-006 -3.50176300000061041E-006 -1.49273731838776197E-007  3.67055280869941837E-007  3.41711631863849563E-007  1.28327682572914273E-005 -2.58537586697518413E-006 -2.42556519811345612E-006 -1.34429476808258656E-008  2.28748988913930142E-007  9.08556564805231169E-006 -1.70290283626383483E-006 -1.28734504235588138E-006  1.26879994576511260E-008  5.51042769445166897E-006 -7.37494415425820611E-007 -1.63014901025970605E-007  2.34833175163593001E-006  1.75536282751262302E-007  4.31487770536749709E-007
           5  1.86801425029580564E-005  3.95480518181176405E-006  1.48661143533179102E-007  1.10723925360631672E-006  1.94964548142937928E-006  2.25610421806406675E-006  2.36030858386705086E-006  2.42637431120520925E-006  2.49046502752371962E-006  2.54615991583723430E-006  1.82917141422059776E-005 -2.73740323594143966E-006 -3.55459514691509987E-006  1.41244720929354447E-007  6.99124901423773780E-007  7.47947399796483568E-007  7.62583336957967074E-007  7.86455026154609055E-007  8.05939140693236943E-007  1.93526632850551528E-005 -3.76120995217880800E-006 -4.20962461324740109E-006 -8.41061735517497091E-008  5.28769132563000000E-007  5.83113422411923409E-007  5.83689974833216430E-007  5.79071231671958359E-007  1.88604659390740420E-005 -3.56804406285614611E-006 -3.98543947867075634E-006 -1.00830831714613673E-007  4.94031091333166723E-007  5.38855728334242864E-007  5.10833226228755202E-007  1.63191419957756189E-005 -2.98238825351704974E-006 -3.23690291840815307E-006 -1.69974873191716889E-009  4.77994074872401282E-007  4.54574493628046733E-007  1.32342659996724049E-005 -2.23575975344399758E-006 -2.21275029892822543E-006  1.12688331332327996E-007  3.41468682210062778E-007  9.40658629780453182E-006 -1.43430371569016308E-006 -1.12177778180511030E-006  1.38547360376383655E-007  5.76567086689644938E-006 -5.30171708357445142E-007 -1.42186385544452996E-008  2.55734408185528748E-006  3.45388546384663937E-007  5.96462556454910416E-007
           6  2.27896302710600890E-005  5.75962473800894259E-006  9.22338032220106005E-007  1.59681196903112254E-006  2.38979206811637640E-006  2.70755798259249866E-006  2.83153136788606622E-006  2.91498231176184042E-006  2.99734479860476603E-006  3.07565312983953179E-006  2.03368104353916474E-005 -1.55017239690020949E-006 -3.07733665255576302E-006  3.75711777383519480E-007  9.00130713168135504E-007  9.56824257253847408E-007  9.82131879201488817E-007  1.02064668491807187E-006  1.06401391938962402E-006  2.04809440247388536E-005 -2.92761124199859610E-006 -3.80911154390561515E-006  9.96361259570551253E-008  6.57894893197734956E-007  7.05948714526316613E-007  7.18397645598969827E-007  7.37074330983267350E-007  1.96029571622083079E-005 -2.95708758871640173E-006 -3.66702656402595056E-006  4.34895268427103417E-008  5.90691322114904342E-007  6.37436070941393695E-007  6.28555436520438986E-007  1.68450212328223568E-005 -2.53569825303309659E-006 -2.99322061102436522E-006  1.18291151703552093E-007  5.70269196042149450E-007  5.56371767883246943E-007  1.36232189153145664E-005 -1.90041417941993789E-006 -2.02037595544949358E-006  2.22486522191500821E-007  4.41957100322940136E-007  9.71425365021670121E-006 -1.17420887490450659E-006 -9.68970500657439962E-007  2.50049121185226763E-007  6.01451686825967866E-006 -3.33418065116726963E-007  1.18168541814763884E-007  2.75220915046437865E-006  4.98181612868704446E-007  7.45093615905502779E-007
           7  2.64381408304115346E-005  7.46119513570473613E-006  1.62732130285985306E-006  2.01855310393865381E-006  2.75902848259939943E-006  3.08807265173262646E-006  3.23517603138382191E-006  3.33971424809123730E-006  3.43986770668482682E-006  3.53493230229059911E-006  2.23778914917754606E-005 -3.72944537577076397E-007 -2.63505422209696467E-006  5.76040705322375689E-007  1.07814516804903691E-006  1.15579296002879774E-006  1.20203864836588213E-006  1.25555451524288348E-006  1.31409408339271610E-006  2.16029076202497879E-005 -2.11260841710867416E-006 -3.44436777674334807E-006  2.57800313611953792E-007  7.80878083622455313E-007  8.34129440762939462E-007  8.56203862723937339E-007  8.89311881135628935E-007  2.03234125146129583E-005 -2.35849730584817074E-006 -3.36352517527827109E-006  1.79986973781549535E-007  6.86259849294327049E-007  7.31499392781118455E-007  7.37427703102842438E-007  1.73633583304867457E-005 -2.08602517751672289E-006 -2.75457673284623392E-006  2.27663668639639345E-007  6.49370063162764806E-007  6.46969271757486879E-007  1.40125372090213392E-005 -1.56615978903509074E-006 -1.84237757776060807E-006  3.14639675459755087E-007  5.30649678641859280E-007  1.00132250477039344E-005 -9.25786419282119848E-007 -8.31437364718389718E-007  3.50489207429284496E-007  6.25251390222938975E-006 -1.45571381917327265E-007  2.40576531697812229E-007  2.94057301428362348E-006  6.40919980923741129E-007  8.82023894321998566E-007
           8  2.96370637802562036E-005  9.05059720830642120E-006  2.26955370735172465E-006  2.38668846436041128E-006  3.07322714804539025E-006  3.40950429128632819E-006  3.57685308806310743E-006  3.70175136492520481E-006  3.82001098366849660E-006  3.93021349621317777E-006  2.43831900058599873E-005  7.89431251236198294E-007 -2.21126741590437662E-006  7.60480783034968616E-007  1.24099919183737676E-006  1.33966845885967385E-006  1.40978350856687122E-006  1.48267683303914302E-006  1.55538006651942821E-006  2.27289256970268854E-005 -1.29898799814708479E-006 -3.10101271849919655E-006  3.92663169174766804E-007  8.87985743566557325E-007  9.56082701413563068E-007  9.95021599579671129E-007  1.03995717449284005E-006  2.10352687133280011E-005 -1.77190193141140416E-006 -3.08397457539733281E-006  2.97821267765119084E-007  7.76079641704870980E-007  8.27568810119847819E-007  8.44164718846309500E-007  1.78641741330918269E-005 -1.64730603432639352E-006 -2.52879220589328500E-006  3.30312388506584920E-007  7.26684124252764131E-007  7.32162879590255942E-007  1.43925372839870378E-005 -1.23365984338887522E-006 -1.66963688096427885E-006  3.99197163757032156E-007  6.10497936773591536E-007  1.03104590623599515E-005 -6.80281702062593281E-007 -7.04715010162610663E-007  4.40190151377279107E-007  6.48364904321765124E-006  3.23268815485453533E-008  3.52768436100923863E-007  3.12020467358839155E-006  7.75534243677867599E-007  1.01091481708109980E-006
           9  3.24080142355208148E-005  1.05243665917384544E-005  2.85069156866843350E-006  2.70582585220210266E-006  3.33972698475442305E-006  3.68066460174157649E-006  3.86481683668816887E-006  4.00735961015482553E-006  4.14212667703624603E-006  4.26650621147163082E-006  2.63264930917468957E-005  1.92143529587701427E-006 -1.80758341058212935E-006  9.34659970066356009E-007  1.39552098483631408E-006  1.51262864649876378E-006  1.60411167615894767E-006  1.69624414164651387E-006  1.78405603507235532E-006  2.38484192560218431E-005 -4.86403477383394986E-007 -2.76836230651708047E-006  5.16669446012246173E-007  9.85089685631796433E-007  1.06829447736122417E-006  1.12706158802070823E-006  1.18627184133916025E-006  2.17477646905515218E-005 -1.18553498470031771E-006 -2.81854362492371913E-006  3.99163509012366422E-007  8.54346752100251426E-007  9.18737233941888304E-007  9.49005775091040291E-007  1.83576148540061767E-005 -1.21728949086356551E-006 -2.31981644774259236E-006  4.19303619174599644E-007  7.99354694816251983E-007  8.15217843856533137E-007  1.47594323732017176E-005 -9.11060347423939667E-007 -1.50767355820654347E-006  4.78413368972548561E-007  6.86331253559285344E-007  1.05991034781141944E-005 -4.38779956805072273E-007 -5.83395794126222930E-007  5.23492890271931443E-007  6.71189564860482340E-006  2.05551496067678367E-007  4.56924036039185035E-007  3.29347929535245704E-006  9.02096597591489832E-007  1.13252482358178130E-006
          10  3.47781155599232009E-005  1.18832007113361464E-005  3.37417438942679743E-006  2.97970608106528630E-006  3.56284526194649470E-006  3.90702602384500355E-006  4.10544172431999534E-006  4.26308940047112267E-006  4.41226991905074990E-006  4.54936929833847715E-006  2.81909612784127383E-005  3.01252918173926816E-006 -1.42821705889295842E-006  1.09721035984488513E-006  1.54200666194621239E-006  1.67601846571118907E-006  1.78636462481673729E-006  1.89579113075849930E-006  1.99825089173447777E-006  2.49483545113235112E-005  3.16363084834086815E-007 -2.44731182523465933E-006  6.34067845582133376E-007  1.07773913771994440E-006  1.17427946299522407E-006  1.25118653806732669E-006  1.32544330670840861E-006  2.24566946333364161E-005 -5.98466318811105591E-007 -2.56032107668417655E-006  4.92468955245930917E-007  9.24923435069532636E-007  1.00266365099336235E-006  1.04893516570474328E-006  1.88499255395316378E-005 -7.88028600274931860E-007 -2.12094087837478979E-006  4.96720963096031688E-007  8.63661573983560399E-007  8.94039754946139546E-007  1.51203092735682955E-005 -5.95371761647582839E-007 -1.35826816469247284E-006  5.48135857551358034E-007  7.57812870932430137E-007  1.08778185646427509E-005 -2.06129668493457672E-007 -4.70374132500660002E-007  6.01911831702582747E-007  6.93306992918074691E-006  3.73916409449338219E-007  5.55717735004474020E-007  3.46297245874967452E-006  1.02295757988019805E-006  1.24787327592947179E-006
          11  3.67771578075788030E-005  1.31295222098466821E-005  3.84446643015560142E-006  3.21273250299578011E-006  3.74684761266902070E-006  4.09313605894357180E-006  4.30386702135336277E-006  4.47452109152802049E-006  4.63621229694752102E-006  4.78447607000420330E-006  2.99648543153258964E-005  4.05698077015706086E-006 -1.07457878569117070E-006  1.24678132800671220E-006  1.67917774382820848E-006  1.82917261312253524E-006  1.95651972413912834E-006  2.08162026288533718E-006  2.19764188948111572E-006  2.60200938122737434E-005  1.10179044639184173E-006 -2.14099103090782767E-006  7.44140732156219822E-007  1.16650983500208854E-006  1.27564867878803529E-006  1.36865735962657137E-006  1.45701096968408654E-006  2.31554550072351546E-005 -1.58267517044494032E-008 -2.30989256951395984E-006  5.80722277428228229E-007  9.91880139552772470E-007  1.08147759379685543E-006  1.14320740501711217E-006  1.93389773213443774E-005 -3.58782805057357258E-007 -1.92750290404070218E-006  5.67917456466704462E-007  9.21911853740483852E-007  9.67473528959369163E-007  1.54793895981678973E-005 -2.81462264723559301E-007 -1.21655048408054445E-006  6.09470748701799121E-007  8.23543494244687645E-007  1.11518599492432003E-005  2.01705475467652569E-008 -3.66818448914136360E-007  6.74191298733192488E-007  7.14638992482225826E-006  5.34719598307252715E-007  6.48557442390594014E-007  3.62675689420768048E-006  1.13872770906404801E-006  1.35820951677246882E-006
