# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 400, i.e. number of multipoles equal to 399
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l nc.err[1]-nc.err[1]  nc.err[1]-nc.err[2]  nc.err[1]-nc.err[3]  nc.err[1]-nc.err[4]  nc.err[1]-nc.err[5]  nc.err[1]-nc.err[6]  nc.err[1]-nc.err[7]  nc.err[1]-nc.err[8]  nc.err[1]-nc.err[9]  nc.err[1]-nc.err[10]  nc.err[2]-nc.err[2]  nc.err[2]-nc.err[3]  nc.err[2]-nc.err[4]  nc.err[2]-nc.err[5]  nc.err[2]-nc.err[6]  nc.err[2]-nc.err[7]  nc.err[2]-nc.err[8]  nc.err[2]-nc.err[9]  nc.err[2]-nc.err[10]  nc.err[3]-nc.err[3]  nc.err[3]-nc.err[4]  nc.err[3]-nc.err[5]  nc.err[3]-nc.err[6]  nc.err[3]-nc.err[7]  nc.err[3]-nc.err[8]  nc.err[3]-nc.err[9]  nc.err[3]-nc.err[10]  nc.err[4]-nc.err[4]  nc.err[4]-nc.err[5]  nc.err[4]-nc.err[6]  nc.err[4]-nc.err[7]  nc.err[4]-nc.err[8]  nc.err[4]-nc.err[9]  nc.err[4]-nc.err[10]  nc.err[5]-nc.err[5]  nc.err[5]-nc.err[6]  nc.err[5]-nc.err[7]  nc.err[5]-nc.err[8]  nc.err[5]-nc.err[9]  nc.err[5]-nc.err[10]  nc.err[6]-nc.err[6]  nc.err[6]-nc.err[7]  nc.err[6]-nc.err[8]  nc.err[6]-nc.err[9]  nc.err[6]-nc.err[10]  nc.err[7]-nc.err[7]  nc.err[7]-nc.err[8]  nc.err[7]-nc.err[9]  nc.err[7]-nc.err[10]  nc.err[8]-nc.err[8]  nc.err[8]-nc.err[9]  nc.err[8]-nc.err[10]  nc.err[9]-nc.err[9]  nc.err[9]-nc.err[10]  nc.err[10]-nc.err[10]  
 108 1.2605899456e-04 6.8703049336e-05 2.4127408372e-05 1.3678908326e-05 1.3084554905e-05 1.3900492668e-05 1.4745198796e-05 1.5520648272e-05 1.6263681313e-05 1.6942940001e-05 1.5033293238e-04 5.2259633734e-05 8.7442342367e-06 8.0607571808e-06 9.2382371915e-06 1.0258540910e-05 1.1176901485e-05 1.2055706306e-05 1.2859020461e-05 1.2645199355e-04 4.0896966988e-05 6.6961370228e-06 6.2504479177e-06 7.2540173629e-06 8.1888836638e-06 9.0838100069e-06 9.8975743604e-06 9.7863420770e-05 3.1809114269e-05 5.9622074648e-06 5.1727717916e-06 6.0090117733e-06 6.8483009199e-06 7.5926926112e-06 7.3165698707e-05 2.5769963408e-05 5.5140949108e-06 4.6637763201e-06 5.4132786087e-06 6.0369428494e-06 5.4233024875e-05 2.0087625613e-05 4.9138626942e-06 4.5062579837e-06 4.8808781150e-06 3.8514015708e-05 1.4374352320e-05 4.3684567331e-06 3.9000242655e-06 2.5901891234e-05 9.8655107063e-06 4.6853572457e-06 1.5543280128e-05 7.7217601705e-06 7.7249708861e-06
 109 1.2772089123e-04 6.9506661594e-05 2.4484984034e-05 1.3868459806e-05 1.3253301464e-05 1.4079398794e-05 1.4935474315e-05 1.5721236469e-05 1.6474131464e-05 1.7162402014e-05 1.5209125034e-04 5.3065545771e-05 8.8612572841e-06 8.1570114966e-06 9.3500946183e-06 1.0383376758e-05 1.1313400215e-05 1.2203364808e-05 1.3016877348e-05 1.2868643025e-04 4.1696785978e-05 6.7871559747e-06 6.3493240684e-06 7.3720926977e-06 8.3234576869e-06 9.2341557714e-06 1.0062249493e-05 9.9838868076e-05 3.2394850676e-05 6.0249596166e-06 5.2609674178e-06 6.1158027576e-06 6.9717535321e-06 7.7308711933e-06 7.4631895200e-05 2.6144171531e-05 5.5624953669e-06 4.7383051084e-06 5.5040544361e-06 6.1396000922e-06 5.5267908531e-05 2.0345495101e-05 4.9582583082e-06 4.5727626309e-06 4.9541628308e-06 3.9212549227e-05 1.4560879729e-05 4.4234132017e-06 3.9515552986e-06 2.6354768157e-05 1.0026373109e-05 4.7555788586e-06 1.5809722667e-05 7.8485632916e-06 7.8527389429e-06
 110 1.2938903692e-04 7.0309991313e-05 2.4839974714e-05 1.4058563001e-05 1.3422556975e-05 1.4258738617e-05 1.5126204721e-05 1.5922299667e-05 1.6685075922e-05 1.7382376002e-05 1.5382658915e-04 5.3860432757e-05 8.9780783934e-06 8.2528430233e-06 9.4613525737e-06 1.0507492865e-05 1.1449069560e-05 1.2350089093e-05 1.3173704219e-05 1.3090577061e-04 4.2499030924e-05 6.8787919777e-06 6.4475283851e-06 7.4894523349e-06 8.4572302453e-06 9.3836176480e-06 1.0225965048e-05 1.0182943081e-04 3.2991831621e-05 6.0881181761e-06 5.3496498496e-06 6.2232246739e-06 7.0959613559e-06 7.8699150253e-06 7.6118268490e-05 2.6526382177e-05 5.6117925013e-06 4.8137063041e-06 5.5958679330e-06 6.2434641743e-06 5.6318237051e-05 2.0608038095e-05 5.0034996901e-06 4.6398940828e-06 5.0281545881e-06 3.9920403458e-05 1.4750629711e-05 4.4788882212e-06 4.0033578680e-06 2.6812369678e-05 1.0188900128e-05 4.8261804421e-06 1.6078094410e-05 7.9760657529e-06 7.9811011444e-06
 111 1.3106319564e-04 7.1114449053e-05 2.5192193027e-05 1.4249171182e-05 1.3592315516e-05 1.4438512674e-05 1.5317390582e-05 1.6123839614e-05 1.6896517674e-05 1.7602866065e-05 1.5554190003e-04 5.4643876346e-05 9.0947580313e-06 8.3483787912e-06 9.5721552702e-06 1.0631046247e-05 1.1584078452e-05 1.2496059538e-05 1.3329691891e-05 1.3310768935e-04 4.3302889521e-05 6.9709547146e-06 6.5450029080e-06 7.6060042487e-06 8.5900938444e-06 9.5320736097e-06 1.0388585775e-05 1.0383353608e-04 3.3599632066e-05 6.1517932696e-06 5.4387732243e-06 6.3312090911e-06 7.2208442998e-06 8.0097332803e-06 7.7624446383e-05 2.6916754543e-05 5.6620252198e-06 4.8899584891e-06 5.6886973962e-06 6.3485097094e-06 5.7384130762e-05 2.0875486860e-05 5.0496144301e-06 4.7076649836e-06 5.1028685452e-06 4.0637783439e-05 1.4943756934e-05 4.5348774353e-06 4.0554438737e-06 2.7274837456e-05 1.0353108699e-05 4.8971731023e-06 1.6348453603e-05 8.1042845447e-06 8.1100652855e-06
 112 1.3274311058e-04 7.1921548479e-05 2.5541451349e-05 1.4440234878e-05 1.3762570487e-05 1.4618721565e-05 1.5509032575e-05 1.6325858298e-05 1.7108460066e-05 1.7823876775e-05 1.5724041597e-04 5.5415475049e-05 9.2113627586e-06 8.4437564459e-06 9.6826594370e-06 1.0754207796e-05 1.1718610960e-05 1.2641472864e-05 1.3485048619e-05 1.3528979372e-04 4.4107507316e-05 7.0635465149e-06 6.6416893950e-06 7.7216543515e-06 8.7219384763e-06 9.6793987019e-06 1.0549973117e-05 1.0584951385e-04 3.4217778882e-05 6.2161013109e-06 5.5282889815e-06 6.4396834726e-06 7.3463174609e-06 8.1502296627e-06 7.9150015051e-05 2.7315441179e-05 5.7132314760e-06 4.9670376117e-06 5.7825185273e-06 6.4547082879e-06 5.8465702498e-05 2.1148078455e-05 5.0966287133e-06 4.7760880759e-06 5.1783200795e-06 4.1364899738e-05 1.5140419169e-05 4.5913749623e-06 4.1078257341e-06 2.7742320473e-05 1.0519015442e-05 4.9685687792e-06 1.6620863242e-05 8.2332385196e-06 8.2396407384e-06
 113 1.3442850348e-04 7.2732908548e-05 2.5887561896e-05 1.4631701803e-05 1.3933314571e-05 1.4799365926e-05 1.5701131477e-05 1.6528357926e-05 1.7320906790e-05 1.8045413162e-05 1.5892565824e-04 5.6174844920e-05 9.3279653673e-06 8.5391244821e-06 9.7930345998e-06 1.0877162597e-05 1.1852866631e-05 1.2786542500e-05 1.3640000497e-05 1.3744962269e-04 4.4911986901e-05 7.1564621751e-06 6.7375293393e-06 7.8363064783e-06 8.8526515970e-06 9.8254650158e-06 1.0709985187e-05 1.0787559495e-04 3.4845749641e-05 6.2811651167e-06 5.6181458056e-06 6.5485710891e-06 7.4722910233e-06 8.2913022929e-06 8.0694518017e-05 2.7722587683e-05 5.7654482080e-06 5.0449169165e-06 5.8773043646e-06 6.5620283986e-06 5.9563057320e-05 2.1426054714e-05 5.1445672504e-06 4.8451761920e-06 5.2545247813e-06 4.2101968502e-05 1.5340777270e-05 4.6483733444e-06 4.1605163888e-06 2.8214975165e-05 1.0686636629e-05 5.0403802610e-06 1.6895391180e-05 8.3629484351e-06 8.3698384906e-06
 114 1.3611907393e-04 7.3550255690e-05 2.6230336788e-05 1.4823516783e-05 1.4104539698e-05 1.4980446416e-05 1.5893688137e-05 1.6731340906e-05 1.7533861865e-05 1.8267480699e-05 1.6060144298e-04 5.6921620234e-05 9.4446450176e-06 8.6346424768e-06 9.9034633599e-06 1.1000110236e-05 1.1987060824e-05 1.2931498955e-05 1.3794791849e-05 1.3958464621e-04 4.5715387105e-05 7.2495887794e-06 6.8324639877e-06 7.9498623695e-06 8.9821181056e-06 9.9701416620e-06 1.0868476731e-05 1.0990990905e-04 3.5482971415e-05 6.3471140218e-06 5.7082895679e-06 6.6577909320e-06 7.5986701576e-06 8.4328435931e-06 8.2257455147e-05 2.8138332390e-05 5.8187112746e-06 5.1235668744e-06 5.9730252149e-06 6.6704353496e-06 6.0676292233e-05 2.1709662239e-05 5.1934532085e-06 4.9149422456e-06 5.3314984478e-06 4.2849211510e-05 1.5544995170e-05 4.7058634983e-06 4.2135293029e-06 2.8692965562e-05 1.0855988166e-05 5.1126211985e-06 1.7172110232e-05 8.4934369949e-06 8.5006711839e-06
 115 1.3781449868e-04 7.4375426001e-05 2.6569588117e-05 1.5015621680e-05 1.4276237010e-05 1.5161963694e-05 1.6086703465e-05 1.6934809832e-05 1.7747329628e-05 1.8490085290e-05 1.6227188766e-04 5.7655454170e-05 9.5614873743e-06 8.7304813230e-06 1.0014141673e-05 1.1123265110e-05 1.2121425062e-05 1.3076590187e-05 1.3949685623e-05 1.4169226434e-04 4.6516722189e-05 7.3428055206e-06 6.9264343593e-06 8.0622216554e-06 9.1102203221e-06 1.0113294744e-05 1.1025299098e-05 1.1195048268e-04 3.6128819572e-05 6.4140839947e-06 5.7986632691e-06 6.7672576268e-06 7.7253549192e-06 8.5747401725e-06 8.3838281641e-05 2.8562806057e-05 5.8730553917e-06 5.2029551128e-06 6.0696485856e-06 6.7798911894e-06 6.1805495914e-05 2.1999152383e-05 5.2433081423e-06 4.9853992236e-06 5.4092570767e-06 4.3606856220e-05 1.5753239866e-05 4.7638346646e-06 4.2668784698e-06 2.9176463420e-05 1.1027085563e-05 5.1853061193e-06 1.7451098277e-05 8.6247288913e-06 8.6321531530e-06
 116 1.3951445462e-04 7.5210110298e-05 2.6905164831e-05 1.5207959376e-05 1.4448396537e-05 1.5343916910e-05 1.6280176887e-05 1.7138765638e-05 1.7961312559e-05 1.8713230816e-05 1.6394103166e-04 5.8376119378e-05 9.6785717060e-06 8.8268024994e-06 1.0125255590e-05 1.1246831463e-05 1.2256180417e-05 1.3222053408e-05 1.4104933761e-05 1.4377016382e-04 4.7315047764e-05 7.4359988465e-06 7.0193888990e-06 8.1732965726e-06 9.2368550368e-06 1.0254806559e-05 1.1180321414e-05 1.1399535778e-04 3.6782658766e-05 6.4821862887e-06 5.8892090688e-06 6.8768869348e-06 7.8522465350e-06 8.7168799180e-06 8.5436395322e-05 2.8996104786e-05 5.9285077668e-06 5.2830481299e-06 6.1671396459e-06 6.8903552658e-06 6.2950713522e-05 2.2294752888e-05 5.2941513949e-06 5.0565572297e-06 5.4878132415e-06 4.4375109108e-05 1.5965666897e-05 4.8222775058e-06 4.3205763823e-06 2.9665633638e-05 1.1199946079e-05 5.2584488437e-06 1.7732432239e-05 8.7568487136e-06 8.7642991253e-06
 117 1.4121869209e-04 7.6055049459e-05 2.7237068309e-05 1.5400486430e-05 1.4621006264e-05 1.5526299001e-05 1.6474101563e-05 1.7343201841e-05 1.8175804515e-05 1.8936911457e-05 1.6561163152e-04 5.9083822066e-05 9.7959301071e-06 8.9236925204e-06 1.0236907658e-05 1.1370924379e-05 1.2391453292e-05 1.3368025817e-05 1.4260683365e-05 1.4581743837e-04 4.8109732143e-05 7.5291103704e-06 7.1113074575e-06 8.2830581802e-06 9.3619870573e-06 1.0394635909e-05 1.1333497078e-05 1.1604296795e-04 3.7443974161e-05 6.5514088274e-06 5.9798747783e-06 6.9866132026e-06 7.9792673457e-06 8.8591744902e-06 8.7051098911e-05 2.9438205703e-05 5.9850682607e-06 5.3638168266e-06 6.2654628209e-06 7.0017861468e-06 6.4111836894e-05 2.2596578895e-05 5.3459983671e-06 5.1284142269e-06 5.5671647307e-06 4.5154071890e-05 1.6182374817e-05 4.8811939351e-06 4.3746276571e-06 3.0160588202e-05 1.1374595488e-05 5.3320574819e-06 1.8016168961e-05 8.8898142947e-06 8.8971200582e-06
 118 1.4292696925e-04 7.6910744905e-05 2.7565351032e-05 1.5593161831e-05 1.4794052884e-05 1.5709100782e-05 1.6668468551e-05 1.7548109564e-05 1.8390796641e-05 1.9161118409e-05 1.6728623080e-04 5.9778927559e-05 9.9135835522e-06 9.0212209178e-06 1.0349182055e-05 1.1495639719e-05 1.2527349995e-05 1.3514623658e-05 1.4417059807e-05 1.4783360370e-04 4.8900216622e-05 7.6220944759e-06 7.2021802747e-06 8.3914957580e-06 9.4856021610e-06 1.0532765103e-05 1.1484805331e-05 1.1809180440e-04 3.8112253972e-05 6.6217029905e-06 6.0706080528e-06 7.0963738812e-06 8.1063431091e-06 9.0015393599e-06 8.8681631249e-05 2.9889040397e-05 6.0427266832e-06 5.4452315190e-06 6.3645802643e-06 7.1141397863e-06 6.5288700416e-05 2.2904711041e-05 5.3988619070e-06 5.2009641488e-06 5.6473045092e-06 4.5943815159e-05 1.6403445139e-05 4.9405883940e-06 4.4290346375e-06 3.0661426871e-05 1.1551062093e-05 5.4061388523e-06 1.8302362189e-05 9.0236426306e-06 9.0306268659e-06
 119 1.4463902879e-04 7.7777706884e-05 2.7890081421e-05 1.5785943036e-05 1.4967522029e-05 1.5892312355e-05 1.6863268243e-05 1.7753479265e-05 1.8606279421e-05 1.9385842203e-05 1.6896753602e-04 6.0461865382e-05 1.0031554511e-05 9.1194605397e-06 1.0462167399e-05 1.1621078630e-05 1.2663982871e-05 1.3661969926e-05 1.4574195871e-05 1.4981825480e-04 4.9685931655e-05 7.7149034694e-06 7.2920006892e-06 8.4986026891e-06 9.6076907349e-06 1.0669181536e-05 1.1634230928e-05 1.2014029856e-04 3.8786947880e-05 6.6930138434e-06 6.1613543351e-06 7.2061040904e-06 8.2333967857e-06 9.1438867969e-06 9.0327177484e-05 3.0348520228e-05 6.1014687611e-06 5.5272601599e-06 6.4644512835e-06 7.2273688350e-06 6.6481114147e-05 2.3219222581e-05 5.4527527477e-06 5.2741997118e-06 5.7282241756e-06 4.6744404009e-05 1.6628956208e-05 5.0004647897e-06 4.4837993435e-06 3.1168251395e-05 1.1729374629e-05 5.4807000270e-06 1.8591068543e-05 9.1583519643e-06 9.1648317396e-06
 120 1.4635459748e-04 7.8656454386e-05 2.8211344231e-05 1.5978785939e-05 1.5141398238e-05 1.6075923075e-05 1.7058490331e-05 1.7959300707e-05 1.8822242637e-05 1.9611072671e-05 1.7065841978e-04 6.1133130827e-05 1.0149866973e-05 9.2184875983e-06 1.0575956817e-05 1.1747347636e-05 1.2801470408e-05 1.3810194488e-05 1.4732231878e-05 1.5177106827e-04 5.0466296822e-05 7.8074875363e-06 7.3807652241e-06 8.6043765731e-06 9.7282479042e-06 1.0803877824e-05 1.1781764298e-05 1.2218682111e-04 3.9467466193e-05 6.7652799743e-06 6.2520568170e-06 7.3157365815e-06 8.3603484940e-06 9.2861258189e-06 9.1986867960e-05 3.0816535782e-05 6.1612760190e-06 5.6098682844e-06 6.5650322760e-06 7.3414225674e-06 6.7688863236e-05 2.3540179125e-05 5.5076794338e-06 5.3481123814e-06 5.8099139242e-06 4.7555897845e-05 1.6858983064e-05 5.0608264726e-06 4.5389234564e-06 3.1681165521e-05 1.1909562257e-05 5.5557483312e-06 1.8882347563e-05 9.2939618093e-06 9.2997481739e-06
 121 1.4807338574e-04 7.9547515052e-05 2.8529240949e-05 1.6171644827e-05 1.5315664908e-05 1.6259921521e-05 1.7254123774e-05 1.8165562923e-05 1.9038675340e-05 1.9836798912e-05 1.7236192390e-04 6.1793286522e-05 1.0268546462e-05 9.3183817185e-06 1.0690648019e-05 1.1874558717e-05 1.2939937333e-05 1.3959434193e-05 1.4891315818e-05 1.5369180472e-04 5.1240720783e-05 7.8997946971e-06 7.4684736724e-06 8.7088193408e-06 9.8472736618e-06 1.0936851953e-05 1.1927401701e-05 1.2422968110e-04 4.0153179020e-05 6.8384333313e-06 6.3426563997e-06 7.4252017004e-06 8.4871154655e-06 9.4281621403e-06 9.3659777100e-05 3.1292956322e-05 6.2221256596e-06 5.6930189557e-06 6.6662766659e-06 7.4562468087e-06 6.8911707329e-05 2.3867638376e-05 5.5636482477e-06 5.4226923374e-06 5.8923625062e-06 4.8378350201e-05 1.7093597298e-05 5.1216762146e-06 4.5944083051e-06 3.2200274998e-05 1.2091654557e-05 5.6312913444e-06 1.9176261763e-05 9.4304929722e-06 9.4353909944e-06
 122 1.4979508711e-04 8.0451425095e-05 2.8843890186e-05 1.6364472348e-05 1.5490304263e-05 1.6444295460e-05 1.7450156769e-05 1.8372254184e-05 1.9255565815e-05 2.0063009255e-05 1.7408126250e-04 6.2442963989e-05 1.0387620069e-05 9.4192259862e-06 1.0806343367e-05 1.2002829408e-05 1.3079514723e-05 1.4109832998e-05 1.5051603482e-05 1.5558031113e-04 5.2008601239e-05 7.9917707637e-06 7.5551291830e-06 8.8119373673e-06 9.9647729972e-06 1.1068107420e-05 1.2071145384e-05 1.2626712494e-04 4.0843415439e-05 6.9123990595e-06 6.4330916545e-06 7.5344273495e-06 8.6136120004e-06 9.5698981216e-06 9.5344922297e-05 3.1777629244e-05 6.2839904447e-06 5.7766727110e-06 6.7681348407e-06 7.5717838613e-06 7.0149379984e-05 2.4201649869e-05 5.6206631352e-06 5.4979284393e-06 5.9755571922e-06 4.9211808553e-05 1.7332866913e-05 5.1830161862e-06 4.6502548508e-06 3.2725687584e-05 1.2275681527e-05 5.7073368998e-06 1.9472876680e-05 9.5679675761e-06 9.5717763835e-06
 123 1.5151937783e-04 8.1368729205e-05 2.9155428074e-05 1.6557219468e-05 1.5665297311e-05 1.6629031813e-05 1.7646576713e-05 1.8579361964e-05 1.9472901544e-05 2.0289691227e-05 1.7581982515e-04 6.3082865219e-05 1.0507116461e-05 9.5211069960e-06 1.0923149946e-05 1.2132282875e-05 1.3220340100e-05 1.4261542074e-05 1.5213258586e-05 1.5743652319e-04 5.2769324890e-05 8.0833592958e-06 7.6407383460e-06 8.9137415865e-06 1.0080756026e-05 1.1197653377e-05 1.2213003736e-05 1.2829733554e-04 4.1537462664e-05 6.9870953383e-06 6.5232987836e-06 7.6433389514e-06 8.7397494228e-06 9.7112327182e-06 9.7041262800e-05 3.2270379524e-05 6.3468385760e-06 5.8607875068e-06 6.8705540876e-06 7.6879724320e-06 7.1401588084e-05 2.4542254700e-05 5.6787256323e-06 5.5738081918e-06 6.0594837337e-06 5.0056314133e-05 1.7576856185e-05 5.2448479348e-06 4.7064636734e-06 3.3257513045e-05 1.2461673572e-05 5.7838930854e-06 1.9772260925e-05 9.7064090838e-06 9.7089219082e-06
 124 1.5324591637e-04 8.2299980465e-05 2.9464008661e-05 1.6749835439e-05 1.5840623805e-05 1.6814116625e-05 1.7843370177e-05 1.8786872907e-05 1.9690669175e-05 2.0516831515e-05 1.7758117997e-04 6.3713764230e-05 1.0627065915e-05 9.6241149000e-06 1.1041179640e-05 1.2263048015e-05 1.3362557539e-05 1.4414719933e-05 1.5376452905e-05 1.5926046773e-04 5.3522267397e-05 8.1745015568e-06 7.7253112786e-06 9.0142476045e-06 1.0195238119e-05 1.1325504777e-05 1.2352991448e-05 1.3031843130e-04 4.2234565214e-05 7.0624332180e-06 6.6132115809e-06 7.7518594107e-06 8.8654360357e-06 9.8520614294e-06 9.8747698598e-05 3.2771009175e-05 6.4106335753e-06 5.9453186651e-06 6.9734785299e-06 7.8047475586e-06 7.2668011243e-05 2.4889485271e-05 5.7378347910e-06 5.6503177110e-06 6.1441263247e-06 5.0911901745e-05 1.7825625521e-05 5.3071723624e-06 4.7630349561e-06 3.3795863164e-05 1.2649661504e-05 5.8609682436e-06 2.0074486231e-05 9.8458423205e-06 9.8468465462e-06
 125 1.5497434294e-04 8.3245740264e-05 2.9769804303e-05 1.6942267753e-05 1.6016262206e-05 1.6999535034e-05 1.8040522866e-05 1.8994772795e-05 1.9908854485e-05 2.0744415932e-05 1.7936907673e-04 6.4336508638e-05 1.0747500328e-05 9.7283434556e-06 1.1160549195e-05 1.2395259534e-05 1.3506317769e-05 1.4569532537e-05 1.5541366401e-05 1.6105226504e-04 5.4266793339e-05 8.2651364703e-06 7.8088617106e-06 9.1134758142e-06 1.0308240032e-05 1.1451682513e-05 1.2491129665e-05 1.3232846523e-04 4.2933924084e-05 7.1383164574e-06 6.7027613926e-06 7.8599090773e-06 8.9905770769e-06 9.9922762472e-06 1.0046306931e-04 3.3279296698e-05 6.4753341655e-06 6.0302188186e-06 7.0768490641e-06 7.9220405369e-06 7.3948301227e-05 2.5243365021e-05 5.7979871057e-06 5.7274416889e-06 6.2294675642e-06 5.1778599577e-05 1.8079231318e-05 5.3699897033e-06 4.8199684717e-06 3.4340851744e-05 1.2839676534e-05 5.9385709720e-06 2.0379627508e-05 9.9862934976e-06 9.9855707129e-06
 126 1.5670427908e-04 8.4206578211e-05 3.0073006066e-05 1.7134462113e-05 1.6192189639e-05 1.7185271231e-05 1.8238019593e-05 1.9203046513e-05 2.0127442349e-05 2.0972429382e-05 1.8118744999e-04 6.4952021219e-05 1.0868453248e-05 9.8338900740e-06 1.1281380297e-05 1.2529058040e-05 1.3651778276e-05 1.4726153420e-05 1.5708187355e-05 1.6281213123e-04 5.5002256174e-05 8.3552005761e-06 7.8914070702e-06 9.2114515085e-06 1.0419788033e-05 1.1576213565e-05 1.2627446148e-05 1.3432542396e-04 4.3634695912e-05 7.2146413606e-06 6.7918770779e-06 7.9674057088e-06 9.1150746740e-06 1.0131765606e-05 1.0218615307e-04 3.3794996534e-05 6.5408941513e-06 6.1154378569e-06 7.1806032958e-06 8.0397788471e-06 7.5242081360e-05 2.5603908169e-05 5.8591764394e-06 5.8051633597e-06 6.3154884169e-06 5.2656429020e-05 1.8337725825e-05 5.4332995020e-06 4.8772635677e-06 3.4892594614e-05 1.3031750264e-05 6.0167101231e-06 2.0687762887e-05 1.0127790235e-05 1.0125116288e-05
 127 1.5843532713e-04 8.5183072045e-05 3.0373824111e-05 1.7326362390e-05 1.6368381858e-05 1.7371308436e-05 1.8435844242e-05 1.9411678018e-05 2.0346416701e-05 2.1200855825e-05 1.8304042221e-04 6.5561301477e-05 1.0989959891e-05 9.9408558684e-06 1.1403799641e-05 1.2664590129e-05 1.3799103402e-05 1.4884763802e-05 1.5877112492e-05 1.6454038066e-04 5.5727998199e-05 8.4446279868e-06 7.9729685697e-06 9.3082049945e-06 1.0529914033e-05 1.1699131141e-05 1.2761975428e-05 1.3630722686e-04 4.4335992147e-05 7.2912966142e-06 6.8804849701e-06 8.0742644335e-06 9.2388277995e-06 1.0270414330e-05 1.0391566541e-04 3.4317838520e-05 6.6072622995e-06 6.2009228718e-06 7.2846754767e-06 8.1578860812e-06 7.6548945935e-05 2.5971119442e-05 5.9213939498e-06 5.8834644652e-06 6.4021681763e-06 5.3545404475e-05 1.8601157002e-05 5.4971005909e-06 4.9349191518e-06 3.5451209631e-05 1.3225914690e-05 6.0953948054e-06 2.0998973774e-05 1.0270361585e-05 1.0265506644e-05
 128 1.6016706981e-04 8.6175807551e-05 3.0672488098e-05 1.7517910586e-05 1.6544813205e-05 1.7557628858e-05 1.8633979740e-05 1.9620650301e-05 2.0565760505e-05 2.1429678242e-05 1.8493230685e-04 6.6165427210e-05 1.1112057163e-05 1.0049345702e-05 1.1527939000e-05 1.2802008474e-05 1.3948464455e-05 1.5045552705e-05 1.6048347115e-05 1.6623742825e-04 5.6443350507e-05 8.5333503436e-06 8.0535712909e-06 9.4037717075e-06 1.0638655715e-05 1.1820474823e-05 1.2894758960e-05 1.3827172505e-04 4.5036878221e-05 7.3681631244e-06 6.9685088366e-06 8.1803977127e-06 9.3617322267e-06 1.0408103585e-05 1.0565025816e-04 3.4847527337e-05 6.6743822203e-06 6.2866181032e-06 7.3889964411e-06 8.2762818696e-06 7.7868459631e-05 2.6344993818e-05 5.9846280156e-06 5.9623252201e-06 6.4894844255e-06 5.4445533176e-05 1.8869568376e-05 5.5613910681e-06 4.9929336775e-06 3.6016816687e-05 1.3422202187e-05 6.1746343829e-06 2.1313344902e-05 1.0414038055e-05 1.0406766670e-05
 129 1.6189912686e-04 8.7185209252e-05 3.0969238478e-05 1.7709054958e-05 1.6721459452e-05 1.7744215435e-05 1.8832409565e-05 1.9829946792e-05 2.0785457063e-05 2.1658879856e-05 1.8686690407e-04 6.6765480017e-05 1.1234774861e-05 1.0159447510e-05 1.1653910292e-05 1.2941443601e-05 1.4100008551e-05 1.5208683033e-05 1.6222068627e-05 1.6790391162e-04 5.7147741771e-05 8.6213130068e-06 8.1332477106e-06 9.4981950138e-06 1.0746060082e-05 1.1940294881e-05 1.3025850118e-05 1.4021695044e-04 4.5736475578e-05 7.4451318021e-06 7.0558796620e-06 8.2857258758e-06 9.4836929801e-06 1.0544725002e-05 1.0738859932e-04 3.5383748203e-05 6.7422000279e-06 6.3724693524e-06 7.4934989603e-06 8.3948880483e-06 7.9200154517e-05 2.6725505842e-05 6.0488632808e-06 6.0417246857e-06 6.5774133604e-06 5.5356794589e-05 1.9142987726e-05 5.6261684332e-06 5.0513049699e-06 3.6589521614e-05 1.3620642895e-05 6.2544373956e-06 2.1630956632e-05 1.0558848823e-05 1.0548920674e-05
 130 1.6363133299e-04 8.8211011680e-05 3.1264298462e-05 1.7899775478e-05 1.6898306763e-05 1.7931057316e-05 1.9031122550e-05 2.0039555798e-05 2.1005494191e-05 2.1888448025e-05 1.8884529384e-04 6.7362309263e-05 1.1358108137e-05 1.0271167595e-05 1.1781727527e-05 1.3082915523e-05 1.4253761078e-05 1.5374185348e-05 1.6398312295e-05 1.6954106753e-04 5.7841038170e-05 8.7085257283e-06 8.2120485314e-06 9.5915347258e-06 1.0852194254e-05 1.2058665447e-05 1.3155329438e-05 1.4214189570e-04 4.6434282190e-05 7.5221594705e-06 7.1425662907e-06 8.3902101102e-06 9.6046633277e-06 1.0680224920e-05 1.0912962498e-04 3.5926185825e-05 6.8106885284e-06 6.4584378831e-06 7.5981346066e-06 8.5136480822e-06 8.0543521953e-05 2.7112576800e-05 6.1140778271e-06 6.1216420107e-06 6.6659308792e-06 5.6279076477e-05 1.9421391996e-05 5.6914300584e-06 5.1100297116e-06 3.7169365886e-05 1.3821256543e-05 6.3348081857e-06 2.1951860804e-05 1.0704812997e-05 1.0691985761e-05
