# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 400, i.e. number of multipoles equal to 399
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l nc[1]-nc[1]  nc[1]-nc[2]  nc[1]-nc[3]  nc[1]-nc[4]  nc[1]-nc[5]  nc[1]-nc[6]  nc[1]-nc[7]  nc[1]-nc[8]  nc[1]-nc[9]  nc[1]-nc[10]  nc[2]-nc[2]  nc[2]-nc[3]  nc[2]-nc[4]  nc[2]-nc[5]  nc[2]-nc[6]  nc[2]-nc[7]  nc[2]-nc[8]  nc[2]-nc[9]  nc[2]-nc[10]  nc[3]-nc[3]  nc[3]-nc[4]  nc[3]-nc[5]  nc[3]-nc[6]  nc[3]-nc[7]  nc[3]-nc[8]  nc[3]-nc[9]  nc[3]-nc[10]  nc[4]-nc[4]  nc[4]-nc[5]  nc[4]-nc[6]  nc[4]-nc[7]  nc[4]-nc[8]  nc[4]-nc[9]  nc[4]-nc[10]  nc[5]-nc[5]  nc[5]-nc[6]  nc[5]-nc[7]  nc[5]-nc[8]  nc[5]-nc[9]  nc[5]-nc[10]  nc[6]-nc[6]  nc[6]-nc[7]  nc[6]-nc[8]  nc[6]-nc[9]  nc[6]-nc[10]  nc[7]-nc[7]  nc[7]-nc[8]  nc[7]-nc[9]  nc[7]-nc[10]  nc[8]-nc[8]  nc[8]-nc[9]  nc[8]-nc[10]  nc[9]-nc[9]  nc[9]-nc[10]  nc[10]-nc[10]  
   2 1.6766639066e-05 5.6330225178e-06 -4.3112023076e-07 -3.6711596978e-07 5.2418110592e-07 1.0699219853e-06 1.3465377028e-06 1.5015108449e-06 1.6045377515e-06 1.6753142316e-06 2.3387505219e-05 1.9588958945e-06 -4.0276171043e-06 -1.2942172705e-06 -1.5418233712e-07 2.9755851052e-07 5.2490228801e-07 6.5832714083e-07 7.3069849644e-07 2.3173955052e-05 1.9298851725e-06 -3.9624639784e-06 -1.3287687957e-06 -2.5061005082e-07 1.8449324377e-07 3.9924045908e-07 4.9396282620e-07 2.1266725227e-05 1.9699717810e-06 -3.4081630659e-06 -1.1118636736e-06 -1.6573744565e-07 2.0971932816e-07 3.4685949443e-07 1.8034303875e-05 1.8327062988e-06 -2.6341295863e-06 -7.8585003566e-07 -2.3332084115e-08 2.1119283006e-07 1.4685124371e-05 1.6033109613e-06 -1.8067063504e-06 -4.3604410279e-07 7.3772853448e-08 1.0984448185e-05 1.3176461434e-06 -9.2428265788e-07 4.1702153514e-09 7.4740303699e-06 1.1390083203e-06 2.6367003286e-07 4.1519598430e-06 1.1998470369e-06 1.4613866917e-06
   3 3.6194062899e-05 1.2732750031e-05 3.7530799344e-07 2.5117708079e-07 1.8599187862e-06 2.8587186891e-06 3.3710686086e-06 3.6665671320e-06 3.8695150271e-06 4.0161282315e-06 4.6516888404e-05 4.4005007321e-06 -7.2689828964e-06 -1.9517419430e-06 1.9997392642e-07 1.0276810525e-06 1.4402927010e-06 1.6883921306e-06 1.8359213048e-06 4.5803317034e-05 3.9535529218e-06 -7.4845469376e-06 -2.2506057021e-06 -1.6423164097e-07 6.5670049969e-07 1.0612318851e-06 1.2487379954e-06 4.2060263756e-05 3.9202017379e-06 -6.5577694476e-06 -1.9584527363e-06 -9.8442595411e-08 6.2975599013e-07 8.9750154362e-07 3.5706882271e-05 3.6172636299e-06 -5.1060461541e-06 -1.3852198227e-06 1.2835422369e-07 5.8925032248e-07 2.9107897906e-05 3.1701824667e-06 -3.4948749779e-06 -7.3054311357e-07 2.8496660713e-07 2.1802243464e-05 2.6254143251e-06 -1.7539846073e-06 1.1673810310e-07 1.4859134406e-05 2.2944702012e-06 6.0253219054e-07 8.2826700653e-06 2.4424866605e-06 2.9687706695e-06
   4 6.4325771052e-05 2.3592352260e-05 2.5320025082e-06 1.8662242907e-06 4.2318923622e-06 5.7198651648e-06 6.4900041215e-06 6.9547199718e-06 7.2952487305e-06 7.5512963777e-06 7.7333380258e-05 8.4553842720e-06 -1.0606185672e-05 -2.1546236433e-06 1.1378490601e-06 2.3640735370e-06 2.9804794743e-06 3.3668165794e-06 3.6115888216e-06 7.5516778265e-05 6.9484618767e-06 -1.1557427468e-05 -2.9900028352e-06 3.1461421002e-07 1.5737930663e-06 2.1874754127e-06 2.4841364847e-06 6.9306284515e-05 6.6254766385e-06 -1.0341574768e-05 -2.7252144282e-06 2.6843608321e-07 1.4072548155e-06 1.8277407161e-06 5.8901066803e-05 6.0433802382e-06 -8.1188042965e-06 -1.9277659756e-06 5.3344378097e-07 1.2696852150e-06 4.8071015998e-05 5.2813255628e-06 -5.5526084677e-06 -9.3766095378e-07 7.2514868084e-07 3.6046578212e-05 4.3935192326e-06 -2.7180766865e-06 4.0162083550e-07 2.4610866744e-05 3.8762833996e-06 1.1527940824e-06 1.3771250594e-05 4.1541792681e-06 5.0300484454e-06
   5 1.0166698456e-04 3.8681723036e-05 6.2653899980e-06 4.5688339865e-06 7.6817926907e-06 9.6834113283e-06 1.0727225740e-05 1.1381195588e-05 1.1893641214e-05 1.2304750970e-05 1.1600632524e-04 1.4623061314e-05 -1.3585799683e-05 -1.6698684275e-06 2.7828219484e-06 4.3772091410e-06 5.1904913767e-06 5.7390595814e-06 6.1221491379e-06 1.1220819363e-04 1.1240134993e-05 -1.5780288393e-05 -3.3264870792e-06 1.2899224370e-06 2.9902192482e-06 3.8251039099e-06 4.2538911093e-06 1.0284223772e-04 1.0257245627e-05 -1.4484498355e-05 -3.2437298553e-06 1.0310581288e-06 2.6080816935e-06 3.1914805695e-06 8.7445896906e-05 9.1984397671e-06 -1.1474170258e-05 -2.2708822072e-06 1.2784678636e-06 2.3117905819e-06 7.1443954369e-05 8.0058850080e-06 -7.8297527764e-06 -9.5578212268e-07 1.4592478023e-06 5.3642511994e-05 6.6728497738e-06 -3.7216708440e-06 9.2422194429e-07 3.6683784480e-05 5.9185954701e-06 1.9687297991e-06 2.0605884679e-05 6.3656538603e-06 7.6691377882e-06
   6 1.4827720956e-04 5.8313230908e-05 1.1691518266e-05 8.3405858038e-06 1.2141958833e-05 1.4684302091e-05 1.6036587928e-05 1.6913858833e-05 1.7633383344e-05 1.8241384452e-05 1.6278607692e-04 2.3353657790e-05 -1.5925798654e-05 -4.3209956423e-07 5.1499228281e-06 7.0911764247e-06 8.1026861583e-06 8.8318252808e-06 9.3951451200e-06 1.5578599947e-04 1.7122319773e-05 -1.9831977148e-05 -3.1095509619e-06 2.8260690074e-06 4.9308657995e-06 5.9801324231e-06 6.5735919650e-06 1.4252000538e-04 1.5026542257e-05 -1.8705393048e-05 -3.3761620037e-06 2.2330915934e-06 4.2408198887e-06 5.0047407431e-06 1.2121646617e-04 1.3213357523e-05 -1.4982312245e-05 -2.3242999487e-06 2.3998011846e-06 3.7421015041e-06 9.9106322020e-05 1.1411015054e-05 -1.0197257682e-05 -7.1042572885e-07 2.5281084277e-06 7.4503847427e-05 9.5203697747e-06 -4.6713813299e-06 1.7351437854e-06 5.1040413453e-05 8.4658733191e-06 3.0965075618e-06 2.8776261819e-05 9.1013384838e-06 1.0902148512e-05
   7 2.0387646744e-04 8.2645040293e-05 1.8864213358e-05 1.3146371857e-05 1.7533832423e-05 2.0633535710e-05 2.2336579461e-05 2.3485048517e-05 2.4458491345e-05 2.5304496410e-05 2.1790761732e-04 3.5070732425e-05 -1.7414696755e-05 1.5577675699e-06 8.1928059027e-06 1.0477565960e-05 1.1722544406e-05 1.2673663838e-05 1.3456842402e-05 2.0624449895e-04 2.4893701511e-05 -2.3482438552e-05 -2.2929377685e-06 4.9234091444e-06 7.4061862113e-06 8.6733130579e-06 9.4580510576e-06 1.8820279233e-04 2.1120532629e-05 -2.2780776323e-05 -3.0288375033e-06 3.9101316184e-06 6.3159594303e-06 7.2719807480e-06 1.6008771919e-04 1.8235828498e-05 -1.8446557738e-05 -2.0029586312e-06 3.9127833352e-06 5.5663618310e-06 1.3097611577e-04 1.5604897131e-05 -1.2527409156e-05 -1.5703380370e-07 3.9504051685e-06 9.8565005487e-05 1.2994400284e-05 -5.4907676182e-06 2.8707382204e-06 6.7640992336e-05 1.1563380317e-05 4.5807774191e-06 3.8283204984e-05 1.2392128051e-05 1.4748120002e-05
   8 2.6793755564e-04 1.1170578502e-04 2.7769204905e-05 1.8926170347e-05 2.3778388424e-05 2.7444707746e-05 2.9538621997e-05 3.1007373751e-05 3.2285423125e-05 3.3414414083e-05 2.8149932438e-04 5.0092349699e-05 -1.7911138868e-05 4.2860226265e-06 1.1874330048e-05 1.4505621871e-05 1.6032044471e-05 1.7265950335e-05 1.8320637879e-05 2.6361422707e-04 3.4863249732e-05 -2.6533067399e-05 -8.6893581726e-07 7.5400639315e-06 1.0388429792e-05 1.1906965364e-05 1.2923714988e-05 2.3981885208e-04 2.8741555294e-05 -2.6543054222e-05 -2.1787346740e-06 6.0497634646e-06 8.8380207962e-06 1.0003361713e-05 2.0394235056e-04 2.4391273144e-05 -2.1723939561e-05 -1.2573594734e-06 5.8340321837e-06 7.7904609768e-06 1.6695567123e-04 2.0691140983e-05 -1.4692638415e-05 7.4683785865e-07 5.7357002791e-06 1.2578383584e-04 1.7177608430e-05 -6.1077417352e-06 4.3521531858e-06 8.6460173784e-05 1.5254924474e-05 6.4531115653e-06 4.9121981319e-05 1.6265150271e-05 1.9227038639e-05
   9 3.3976399420e-04 1.4543517908e-04 3.8349440807e-05 2.5596001134e-05 3.0786312642e-05 3.5029432039e-05 3.7552778985e-05 3.9388484256e-05 4.1018931573e-05 4.2475029946e-05 3.5359009668e-04 6.8618189353e-05 -1.7358702389e-05 7.7165950981e-06 1.6164294032e-05 1.9159407809e-05 2.1019628404e-05 2.2597742357e-05 2.3981392322e-05 3.2789566523e-04 4.7292992790e-05 -2.8833723943e-05 1.1627393978e-06 1.0646935271e-05 1.3850176466e-05 1.5666567841e-05 1.6972762617e-05 2.9732329605e-04 3.8108751526e-05 -2.9834844476e-05 -8.2178729068e-07 8.6173434387e-06 1.1783477943e-05 1.3200936094e-05 2.5271309076e-04 3.1821641348e-05 -2.4700403793e-05 -8.6230759015e-08 8.1487411699e-06 1.0417592999e-05 2.0696114356e-04 2.6753718645e-05 -1.6610573896e-05 2.0230746736e-06 7.8929954400e-06 1.5609847542e-04 2.2143041246e-05 -6.4534851137e-06 6.1992606231e-06 1.0748585776e-04 1.9594444279e-05 8.7420139921e-06 6.1297544197e-05 2.0742787597e-05 2.4354713247e-05
  10 4.1854937523e-04 1.8370588181e-04 5.0528733610e-05 3.3063440999e-05 3.8461321813e-05 4.3294615500e-05 4.6285950267e-05 4.8532351858e-05 5.0559872596e-05 5.2383231169e-05 4.3412176403e-04 9.0763653931e-05 -1.5761244298e-05 1.1793346771e-05 2.1029714363e-05 2.4421584516e-05 2.6674281860e-05 2.8656699987e-05 3.0424113712e-05 3.9905081040e-04 6.2379159644e-05 -3.0297869078e-05 3.7782103033e-06 1.4220513055e-05 1.7780407959e-05 1.9943560924e-05 2.1598928656e-05 3.6065888545e-04 4.9412045273e-05 -3.2531211935e-05 1.0453484696e-06 1.1589174522e-05 1.5132262187e-05 1.6855256208e-05 3.0634816347e-04 4.0683754255e-05 -2.7266284269e-05 1.5097042922e-06 1.0827676344e-05 1.3437189125e-05 2.5094234787e-04 3.3896701356e-05 -1.8214972043e-05 3.6608184698e-06 1.0418177193e-05 1.8946050122e-04 2.7944764083e-05 -6.4880576933e-06 8.4224536289e-06 1.3069113674e-04 2.4627918770e-05 1.1473120316e-05 7.4819314860e-05 2.5850189169e-05 3.0146249674e-05
  11 5.0342491250e-04 2.2633429572e-04 6.4221590786e-05 4.1237497265e-05 4.6708230108e-05 5.2145724444e-05 5.5643814141e-05 5.8341284743e-05 6.0806772584e-05 6.3034015436e-05 5.2294659307e-04 1.1658088292e-04 -1.3150852105e-05 1.6452411417e-05 2.6435362616e-05 3.0271191192e-05 3.2976722317e-05 3.5423857761e-05 3.7626809095e-05 4.7701638882e-04 8.0260201775e-05 -3.0887539516e-05 6.9353259602e-06 1.8232146052e-05 2.2169001488e-05 2.4733475504e-05 2.6795785307e-05 4.2975501682e-04 6.2802324320e-05 -3.4554342841e-05 3.4064543624e-06 1.4947781547e-05 1.8875021040e-05 2.0958273879e-05 3.6478512645e-04 5.1112161380e-05 -2.9331354997e-05 3.5281745339e-06 1.3855080230e-05 1.6835989575e-05 2.9885964569e-04 4.2228481024e-05 -1.9435650792e-05 5.6518350198e-06 1.3297957250e-05 2.2584915346e-04 3.4653997331e-05 -6.1856081070e-06 1.1018541448e-05 1.5605426893e-04 3.0386870530e-05 1.4659127557e-05 8.9688090731e-05 3.1606879882e-05 3.6616575145e-05
